Nama File	Clean	Dirty	Food	Water	Time
../../test_image/food/4/cookie_crumbs.jpg	3.7488624e-06	5.541931e-07	0.9999957	1.181165e-08	1.791s
../../test_image/food/4/20120424_membasmiseranggadikabin-05.jpg	0.07480603	0.0048976224	0.9202049	9.14642e-05	1.794s
../../test_image/food/4/53543.jpeg	0.00693691	6.143475e-07	0.9925499	0.00051259977	1.783s
../../test_image/food/4/557655780423bd38758b45672.jpeg	0.00015061046	0.005304409	0.9942127	0.00033236385	1.798s
../../test_image/food/4/8879.jpeg	1.2431423e-06	4.742139e-08	0.9999987	1.4330984e-08	1.799s
../../test_image/food/4/557655780423bd38758b4567.jpeg	0.00015061046	0.005304409	0.9942127	0.00033236385	1.790s
../../test_image/food/4/13117110-empty-plate-with-leftover-cake-crumbs.jpg	0.06161761	1.0882058e-07	0.9000727	0.03830961	1.791s
../../test_image/food/4/bread-crumbs-512548.jpg	6.1855343e-07	1.225988e-05	0.9999771	1.0030731e-05	1.825s
../../test_image/food/4/2q==-13.jpeg	0.0059550847	0.7235332	0.14149046	0.12902127	1.786s
../../test_image/food/4/29597805-food-waffle-with-caramel-crumbs-isolated-on-white-background-stock-photo.jpg	1.6455874e-07	3.426771e-08	0.99999976	4.7421626e-08	1.813s
../../test_image/water/4/images-393.jpeg	6.316897e-06	0.0053596627	0.031872556	0.96276146	1.841s
../../test_image/water/4/images-385.jpeg	0.00017002907	0.00038944732	0.008465702	0.99097484	1.792s
../../test_image/water/4/images-388.jpeg	2.8643992e-05	0.0002411377	2.0355514e-05	0.9997098	1.808s
../../test_image/water/4/images-391.jpeg	2.4585363e-08	9.771393e-07	0.00030440663	0.9996947	1.788s
../../test_image/water/4/images-386.jpeg	0.030460035	0.9689497	0.00050761946	8.2691375e-05	1.789s
../../test_image/water/4/images-390.jpeg	0.018866373	0.30595177	0.6695964	0.0055854586	1.812s
../../test_image/water/4/images-394.jpeg	0.003315235	0.0010087338	0.4793061	0.51637	1.829s
../../test_image/water/4/images-389.jpeg	3.1150273e-07	0.3705725	0.0007129193	0.6287143	1.816s
../../test_image/water/4/3.jpg	0.3197079	0.0040046237	0.00019223586	0.67609525	1.873s
../../test_image/water/4/images-387.jpeg	0.0015799458	0.0007731686	0.00026193273	0.99738497	1.797s
../../test_image/clean/4/images-697.jpeg	0.8822098	0.10711144	0.0002527837	0.010426042	1.820s
../../test_image/clean/4/images-694.jpeg	0.91547227	1.7995857e-06	1.2866666e-06	0.084524706	1.795s
../../test_image/clean/4/images-700.jpeg	0.99882966	0.00038185378	2.5032994e-05	0.00076347997	1.789s
../../test_image/clean/4/images-712.jpeg	0.7929501	0.0017026203	0.20067982	0.0046674805	1.799s
../../test_image/clean/4/images-713.jpeg	0.95006	0.026093222	0.016633207	0.0072134687	1.790s
../../test_image/clean/4/images-711.jpeg	0.5824574	0.41750714	2.112992e-05	1.4377892e-05	1.795s
../../test_image/clean/4/images-704.jpeg	0.6258897	0.006345131	0.35361385	0.014151294	1.785s
../../test_image/clean/4/images-716.jpeg	0.99872893	0.00046064495	4.936965e-07	0.00080996385	1.822s
../../test_image/clean/4/images-714.jpeg	0.0030045433	0.9969799	1.5461279e-05	1.5804098e-07	1.804s
../../test_image/clean/4/images-703.jpeg	0.99841714	0.0015744168	3.2591854e-06	5.2092314e-06	1.827s
../../test_image/dirty/4/images-305.jpeg	0.25927114	0.7105544	0.028503107	0.001671334	1.806s
../../test_image/dirty/4/images-313.jpeg	0.0021624824	0.030845199	0.9669749	1.7371096e-05	1.803s
../../test_image/dirty/4/images-309.jpeg	0.068066545	0.60679233	0.32513776	3.317673e-06	1.823s
../../test_image/dirty/4/images-306.jpeg	0.0009082331	0.62260866	0.00082073	0.37566233	1.791s
../../test_image/dirty/4/images-307.jpeg	8.463637e-06	0.9999702	7.219166e-06	1.4095149e-05	1.806s
../../test_image/dirty/4/images-314.jpeg	1.5059262e-05	0.8959995	0.1039852	2.575342e-07	1.817s
../../test_image/dirty/4/images-315.jpeg	0.9997489	9.1060894e-05	0.00015952904	5.5722137e-07	1.781s
../../test_image/dirty/4/images-316.jpeg	0.14124756	0.8310788	0.027205525	0.00046804678	1.788s
../../test_image/dirty/4/2q==-5.jpeg	0.99662834	0.00053927716	5.1939853e-08	0.002832266	1.769s
../../test_image/dirty/4/images-304.jpeg	0.06716224	0.66770613	0.06184874	0.20328283	1.809s
